============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  C (06)   Ion Mass= 012.0107
Energy  = 1000000.E-04 keV
0000108   1.4551E+03 -1.0553E+02  1.0222E+02
0000109   1.7138E+03  1.3262E+02  2.3426E+02
0000110   1.2383E+03 -1.9483E+02  2.7800E+02
0000111   1.1086E+03  1.1571E+02  4.1308E+02
0000112   1.0001E+03  2.3413E+01  9.2643E+01
0000113   1.6465E+03  1.0498E+01 -8.5872E+01
0000114   1.7152E+03  7.4379E+01 -6.1776E+01
0000115   1.2650E+03  3.6839E+02  3.3925E+02
0000116   1.1424E+03 -5.5741E+01 -1.7746E+02
0000117   1.3471E+03 -3.4075E+02 -1.8474E+02
0000118   1.4786E+03  1.4070E+02 -1.4127E+02
0000119   1.0571E+03 -1.3621E+02  2.4866E+02
0000120   1.4389E+03 -4.0757E+02 -4.1679E+02
0000121   1.4259E+03 -1.2612E+02 -3.3287E+02
0000122   1.4899E+03  6.5727E+01 -5.7720E+02
0000123   1.0182E+03 -1.3343E+02 -1.8102E+02
0000124   1.1569E+03 -4.9942E+02  5.4136E+00
0000125   1.4170E+03 -1.2190E+02  2.7458E+01
0000126   1.6024E+03 -1.0654E+02 -1.8509E+02
0000127   1.1753E+03 -1.6835E+02  7.8269E+01
0000128   1.0350E+03  1.2151E+02  8.5638E+00
0000129   1.2288E+03 -3.4326E+01 -3.9749E+02
0000130   1.4009E+03 -6.7555E+01  6.1361E+01
0000131   1.4779E+03 -2.2269E+02  2.5339E+02
0000132   1.4444E+03  1.0531E+02  1.0522E+02
0000133   1.4900E+03  2.2258E+02  1.0211E+02
0000134   1.3771E+03  1.8413E+02 -8.0064E+01
0000135   1.2187E+03 -4.8419E+02  1.9043E+02
0000136   6.8759E+02  9.3486E+01 -3.8686E+01
0000137   1.4410E+03  7.8718E+01  1.8645E+02
0000138   1.2256E+03 -3.5197E+01 -1.0902E+02
0000139   1.3690E+03 -8.4653E+00  6.8511E+01
0000140   1.3673E+03  1.8887E+02 -3.4064E+01
0000141   7.9233E+02  2.9118E+02  6.5371E+02
0000142   1.2187E+03 -4.5531E+02 -2.2927E+02
0000143   1.2806E+03 -1.6237E+02 -4.0274E+02
0000144   1.2217E+03  5.3410E+02  1.1797E+02
0000145   1.8760E+02 -2.1381E+02 -4.0049E+01
0000146   1.4353E+03 -1.5779E+02 -2.2148E+01
0000147   1.4580E+03 -2.7735E+02 -3.2125E+02
0000148   1.0473E+03  3.2017E+02 -3.6555E+02
0000149   1.3427E+03 -1.6297E+02 -7.7677E+01
0000150   9.3859E+02  2.4205E+01 -2.0781E+01
0000151   1.4435E+03 -2.7803E+02 -5.6971E+01
0000152   1.3747E+03 -4.2819E+02 -9.6235E+01
0000153   1.5418E+03  1.8881E+02 -3.7355E+02
0000154   1.2132E+03 -6.2308E+02 -6.7827E+00
0000155   7.2066E+02 -2.0959E+02 -4.1677E+02
0000156   1.5156E+03 -5.3288E+01  7.2431E+01
0000157   1.4308E+03  2.6242E+01 -1.1603E+02
0000158   1.4658E+03 -7.3193E+01  7.6393E+01
0000159   1.2890E+03  2.3778E+02 -2.3889E+02
0000160   1.4925E+03 -3.7860E+02  2.0665E+02
0000161   1.6368E+03  1.5632E+02  1.6105E+02
0000162   1.0523E+03 -5.1188E+00  2.6649E+02
0000163   1.0590E+03 -1.1826E+02  9.0036E+01
0000164   1.4350E+03  7.2035E+01  2.9435E+02
0000165   1.2938E+03  3.5081E+02  4.0158E+02
0000166   1.3511E+03  2.9316E+02  2.2896E+02
0000167   1.3530E+03  2.9758E+02 -1.3211E+02
0000168   8.7910E+02 -5.6337E+02  1.9669E+02
0000169   9.6453E+02 -1.2961E+02  3.2237E+02
0000170   1.3849E+03 -2.3519E+02  3.0503E+01
0000171   1.1917E+03 -1.2090E+02  1.1174E+02
0000172   1.2501E+03  2.0235E+02 -4.7065E+02
0000173   1.3797E+03  2.1573E+02 -1.6046E+02
0000174   1.6033E+03 -1.5377E+02 -2.8126E+02
0000175   1.3451E+03  8.2301E+01 -3.3404E+02
0000176   1.4658E+03 -2.7791E+02  1.8194E+01
0000177   1.2312E+03 -3.1604E+02  1.6013E+02
0000178   1.5976E+03  3.8608E+01  2.7897E+02
0000179   1.3910E+03 -2.0126E+02 -2.9640E+02
0000180   1.4278E+03  2.7231E+01 -5.2925E+01
0000181   1.5355E+03 -1.2707E+02  5.6265E+02
0000182   1.5018E+03  1.7071E+02 -8.5129E+01
0000183   1.4790E+03  3.7738E+02 -1.1095E+02
0000184   1.3854E+03  4.9331E+02  1.9914E+02
0000185   1.7362E+03 -3.2510E+01 -1.4757E+02
0000186   1.5579E+03 -5.8683E+02 -3.0392E+02
0000187   1.0619E+03 -2.5426E+02 -4.9218E+02
0000188   1.5864E+03  2.6976E+02  4.1036E+01
0000189   1.3349E+03 -2.1471E+02  2.4764E+02
0000190   1.5278E+03 -1.3900E+02  2.6182E+02
0000191   1.3524E+03 -3.0524E+02 -4.6355E+01
0000192   1.6609E+03  5.9496E+01  2.2407E+02
0000193   1.4281E+03 -6.8565E+01 -1.2775E+02
0000194   1.5280E+03  2.5790E+02 -2.6222E+02
0000195   1.3511E+03 -1.7344E+02 -4.0742E+01
0000196   1.5961E+03 -5.1354E+01 -3.8641E+02
0000197   1.5146E+03  1.3460E+01 -2.2275E+01
0000198   9.6316E+02  3.3178E+01  2.5183E+02
0000199   1.5791E+03  2.0395E+02  1.5537E+02
0000200   1.5535E+03 -3.9999E+01  5.3455E+02
