============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  C (06)   Ion Mass= 012.0107
Energy  = 3000000.E-05 keV
0000107   5.1608E+02  1.0360E+02 -1.7460E+02
0000108   6.6813E+02  2.1228E+01  9.4871E+01
0000109   3.0353E+02 -3.0074E+02  4.2811E+01
0000110   6.3729E+01 -8.5611E+01  8.4866E+01
0000111   4.6775E+02 -1.3375E+02  3.4032E+01
0000112   5.3898E+02  2.9808E+01 -5.8388E+01
0000113   4.2583E+02  1.0878E+01  7.4121E+01
0000114   5.0042E+02  6.5655E+01 -1.0642E+02
0000115   5.3587E+02 -5.1372E+01  4.7691E+01
0000116   5.6560E+02  3.7361E+01 -2.0398E+02
0000117   5.4217E+02 -6.6917E+01 -4.2375E+01
0000118   7.1267E+02  3.4535E+01  1.2184E+02
0000119   3.7257E+02 -1.4690E+02 -2.4069E+02
0000120   3.7850E+02 -1.7606E+02  2.8094E+02
0000121   5.6824E+02 -1.0379E+02 -1.0995E+02
0000122   1.6047E+02 -6.9658E+01  1.5887E+00
0000123   4.9343E+02 -1.2653E+02  1.1548E+02
0000124   4.1315E+02  4.5016E+01  6.3303E-01
0000125   4.7463E+02 -7.5376E+01  1.2730E+02
0000126   5.8314E+02  9.9873E+01  1.2957E+02
0000127   5.7505E+02 -1.4248E+02 -6.8488E+01
0000128   5.5387E+02 -5.1975E+00 -5.1546E+01
0000129   3.4012E+02 -6.8637E+01  9.0698E+01
0000130   4.8706E+02 -1.3723E+02  2.3536E+01
0000131   5.6750E+02  1.8100E+01 -3.6207E+01
0000132   6.3560E+02 -1.2651E+02  7.1056E+01
0000133   4.2088E+02  1.2971E+02 -7.5304E+01
0000134   3.1562E+02  1.3118E+01  1.7065E+02
0000135   4.5901E+02 -6.3376E+01 -1.3640E+02
0000136   5.7719E+02 -5.6762E+01 -7.0303E+01
0000137   4.1263E+02 -1.9234E+02  2.9607E+01
0000138   5.1303E+02  1.8039E+02  3.1216E+01
0000139   4.2243E+02 -9.2817E+01 -1.2175E+02
0000140   3.4393E+02 -6.0720E+00 -1.9534E+02
0000141   4.9218E+02  3.0484E+01  4.2065E+01
0000142   2.4923E+02  1.3936E+02  1.7492E+02
0000143   3.6175E+02  2.2862E+02  3.4148E+02
0000144   6.6261E+02  3.4537E+01  9.6208E+01
0000145   5.7848E+02  2.0786E+02  1.2022E+02
0000146   4.4841E+02 -2.0482E+02  1.4243E+02
0000147   5.8458E+02 -2.7368E+01 -1.2678E+02
0000148   2.5703E+02 -2.8474E+02  2.2329E+02
0000149   3.3662E+02  1.8399E+02  7.5952E+01
0000150   3.8631E+02  5.2408E+01  1.6289E+02
0000151   5.7741E+02 -1.0581E+02 -6.8078E+01
0000152   2.7601E+02  6.3789E+01 -4.1740E+01
0000153   5.4283E+02  1.0168E+02 -2.5730E+02
0000154   3.9938E+02  1.9717E+02 -8.5387E+01
0000155   5.9543E+02  5.2184E+01 -1.5653E+02
0000156   2.6985E+02 -7.2927E+01  9.7431E+01
0000157   7.0294E+02 -5.2873E+01  9.2800E+01
0000158   2.9357E+02  2.8121E+02  1.3899E+02
0000159   3.3688E+02 -5.9022E+01 -2.7268E+02
0000160   5.1490E+02 -2.6482E+01 -2.1989E+01
0000161   5.7259E+02  3.7266E+01 -1.8858E+02
0000162   4.7107E+00  3.7273E+01  8.5706E+01
0000163   5.7461E+02  1.9529E+02 -2.0902E+02
0000164   4.5606E+02  9.2907E+01  1.9252E+02
0000165   4.7593E+02  5.1941E+01  1.3514E+02
0000166   5.3791E+02  3.8668E+01  1.6640E+02
0000167   4.4506E+02  2.6197E+01 -4.8915E+01
0000168   3.1705E+02  2.1839E+02  1.1423E+02
0000169   6.8507E+02  1.1248E+02 -7.0493E+01
0000170   4.6552E+02 -9.1108E+01 -2.5488E+02
0000171   3.9793E+02 -4.2612E+01  1.4598E+02
0000172   4.9201E+02  7.1303E-01  1.1311E+02
0000173   3.3816E+02  3.3505E+01  2.6194E+01
0000174   5.0579E+02 -1.4891E+02  1.1184E+02
0000175   6.0807E+02 -8.1483E+01  2.7390E+01
0000176   6.0739E+02 -1.3384E+02  2.6135E+01
0000177   5.1051E+02  7.4239E+01 -9.3296E+01
0000178   4.6338E+02  5.0370E+01 -2.1794E+02
0000179   3.8446E+02  5.8293E+01 -2.8428E+01
0000180   6.3305E+02 -6.5557E+01 -3.5069E+01
0000181   3.4023E+02  2.0832E+01 -8.5921E+00
0000182   6.7392E+02 -2.1868E+02  2.1244E+02
0000183   3.7273E+02 -6.6733E+01 -2.4527E+02
0000184   5.7455E+02 -1.0257E+02 -2.4167E+02
0000185   3.8730E+02  7.0014E+01 -3.5070E+02
0000186   3.7091E+02 -1.4213E+02 -2.1780E+02
0000187   2.7490E+02  7.0422E+01 -2.9176E+01
0000188   3.4686E+02  5.8263E+01 -5.0965E+01
0000189   3.5457E+02 -3.3679E+01  9.8608E+01
0000190   4.3081E+02  4.8351E+01 -1.2404E+02
0000191   3.6385E+02 -4.0584E+00  3.3806E+01
0000192   2.2032E+02 -1.2789E+02  6.5801E+01
0000193   4.9047E+02 -6.2820E+01  5.9203E+01
0000194   4.4235E+02  3.0209E+01  1.1756E+02
0000195   6.0346E+02  3.3749E+01 -1.6257E+02
0000196   4.7114E+02 -1.8847E+02 -1.0279E+02
0000197   4.0984E+02 -1.5229E+02  3.6905E+01
0000198   6.4346E+02  7.1610E+01 -7.3089E+00
0000199   5.5009E+02 -2.5989E+01  1.6757E+02
0000200   3.3955E+01 -1.0644E+02  5.6083E+01
