============================== SRIM-2013.00 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion =  C (06)   Ion Mass= 012.0107
Energy  = 1000000.E-04 keV
0000108   1.3831E+03 -2.4220E+02 -2.4123E+02
0000109   1.1813E+03 -1.9754E+02 -2.7233E+02
0000110   1.2596E+03 -3.9709E+01 -1.9891E+02
0000111   1.1702E+03 -1.3382E+02  4.2539E+02
0000112   1.1580E+03 -1.9061E+02  4.1050E+02
0000113   1.4466E+03  1.4333E+02  2.7928E+01
0000114   1.6584E+03  1.4888E+02 -6.3390E+01
0000115   1.4291E+03 -2.2488E+02  5.8057E+02
0000116   1.3652E+03  3.2942E+02  2.4334E+02
0000117   1.2456E+03 -5.1749E+02 -7.5433E+01
0000118   1.1799E+03  6.6247E+01 -7.4703E+01
0000119   8.8174E+02 -4.2169E+02  4.8425E+02
0000120   1.5816E+03 -1.6809E+02 -2.2727E+02
0000121   6.3694E+02  2.9119E+02 -2.5590E+01
0000122   1.7404E+03 -2.1275E+02  2.5711E+02
0000123   1.3463E+03  1.0235E+02  5.5420E+02
0000124   1.6607E+03  2.2444E+02  1.6416E+01
0000125   1.3739E+03 -1.2934E+02  3.0903E+02
0000126   1.4511E+03  1.6237E+02  1.8623E+02
0000127   1.1702E+03 -2.8576E+01 -7.1033E+01
0000128   1.6416E+03 -4.0314E+02  3.5432E+02
0000129   1.5086E+03  2.3482E+02 -2.2931E+01
0000130   1.1655E+03  2.6782E+02 -6.7438E+01
0000131   5.0975E+02  9.8258E+00  4.5956E+02
0000132   1.3991E+03  6.5538E+01  3.8025E+01
0000133   1.2464E+03  2.1358E+02  4.0339E+02
0000134   1.4062E+03 -4.7922E+02  3.1194E+02
0000135   1.1412E+03 -5.4576E+02 -5.8276E+01
0000136   1.0148E+03  4.6556E+02 -1.2902E+02
0000137   1.4580E+03  5.6986E+02 -1.5719E+02
0000138   1.4573E+03 -1.9396E+02  3.0738E+02
0000139   1.1601E+03 -4.1802E+02 -4.1351E+02
0000140   3.8403E+02 -2.1991E+02  2.5788E+02
0000141   1.4272E+03  3.5113E+02 -1.7899E+01
0000142   1.5518E+03  3.4646E+02  1.2995E+02
0000143   1.3994E+03 -5.9568E+01 -2.5322E+02
0000144   1.7007E+03 -2.4354E+02  5.7674E+01
0000145   1.7325E+03 -2.4723E+02  1.4467E+02
0000146   1.6473E+03 -2.6568E+00 -2.9333E+02
0000147   1.4204E+03 -3.1785E+02  1.5179E+01
0000148   1.4509E+03 -1.1269E+02 -2.9829E+02
0000149   1.0733E+03 -3.3829E+02 -1.2234E+01
0000150   1.3245E+03 -3.3139E+02  7.5420E+01
0000151   6.0185E+02  4.1413E+02 -3.0220E+01
0000152   9.8081E+02 -2.7125E+01 -1.0782E+02
0000153   1.4204E+03 -2.9222E+02  1.2605E+02
0000154   5.1537E+02  1.6314E+01  2.2719E+02
0000155   1.3189E+03 -1.6644E+02  6.0190E+00
0000156   1.4084E+03  1.8605E+02  4.7955E+02
0000157   1.5235E+03 -2.5226E+02 -1.5976E+02
0000158   1.0287E+03 -3.6740E+02 -1.1332E+02
0000159   2.2632E+02 -2.0943E+02 -4.1152E+02
0000160   4.1901E+02  3.3804E+02  1.0754E+02
0000161   1.6100E+03  9.0897E+01  2.1145E+02
0000162   1.3139E+03 -1.0629E+02 -2.1644E+02
0000163   1.4904E+03  1.5511E+02 -2.7739E+02
0000164   9.8616E+02 -7.7031E+01 -4.0796E+02
0000165   1.1848E+03 -3.4624E+02  6.9238E+01
0000166   8.7499E+02  1.7481E+02 -3.3176E+02
0000167   1.4110E+03 -7.8029E+01 -1.5976E+01
0000168   1.1141E+03 -2.5659E+01  4.3172E+02
0000169   1.6889E+03 -7.8081E+01 -2.2840E+02
0000170   1.3776E+03  3.0530E+01  2.4189E+02
0000171   1.4230E+03 -2.4099E+02  1.0201E+00
0000172   8.9271E+02  1.9204E+02 -1.7430E+01
0000173   1.2200E+03  5.6519E+02  1.3404E+01
0000174   1.3868E+03  6.5656E+01 -1.2757E+01
0000175   1.3756E+03 -1.1023E+02  2.4446E+02
0000176   1.3918E+03 -7.3541E+01  9.6463E+00
0000177   1.1826E+03 -1.0085E+01  2.0388E+01
0000178   8.1259E+02  1.8724E+02 -2.2166E+01
0000179   1.5429E+03 -1.0765E+01 -5.6964E+01
0000180   1.7478E+03 -9.3011E+00  1.8505E+01
0000181   1.0181E+03  1.8143E+02 -9.9354E+01
0000182   1.0160E+03  7.0708E+00 -9.6312E+01
0000183   1.2531E+03 -4.6027E+01  2.4421E+02
0000184   1.2622E+03  4.9173E+01  1.3893E+02
0000185   1.1096E+03 -3.8351E+01 -1.1046E+02
0000186   1.3866E+03 -5.7727E+02 -9.4785E+01
0000187   1.2033E+03 -6.7776E+01 -1.8995E+02
0000188   1.6009E+03 -1.8755E+02 -1.8386E+02
0000189   1.4467E+03  4.6563E+00 -1.2701E+02
0000190   9.0992E+02 -5.2494E+01 -2.8024E+02
0000191   1.4823E+03  1.8077E+02 -6.8565E+01
0000192   1.4480E+03 -6.4700E+01 -5.3696E+01
0000193   1.3956E+03 -4.7211E+01 -1.9512E+02
0000194   1.1925E+03  8.8747E+01 -5.3959E+02
0000195   1.5107E+03  1.1170E+02  6.8772E+01
0000196   1.4702E+03 -3.2309E+02 -2.8366E+01
0000197   1.1876E+03  1.7957E+02  3.8587E+01
0000198   1.4965E+03  3.3413E+00  8.8226E+01
0000199   1.4783E+03  3.9301E+02  1.1776E+00
0000200   1.3099E+03  1.0809E+02  4.2418E+02
